Percent,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Survey Years_1999-2000,Survey Years_2001-2002,Survey Years_2003-2004,Survey Years_2005-2006,Survey Years_2007-2008,Survey Years_2009-2010,Survey Years_2011-2012,Survey Years_2013-2014,Survey Years_2015-2016,Survey Years_2017-2018,Sex_All,Sex_Female,Sex_Male,Age Group_12-19,Age Group_2-19,Age Group_2-5,Age Group_20 and over,Age Group_20-29,Age Group_30-39,Age Group_40-49,Age Group_50-59,Age Group_6-11,Age Group_60-69,Age Group_70 and over,Race and Hispanic Origin_All,Race and Hispanic Origin_Hispanic,Race and Hispanic Origin_Mexican American,Race and Hispanic Origin_Non-Hispanic Asian,Race and Hispanic Origin_Non-Hispanic Black,Race and Hispanic Origin_Non-Hispanic White,Measure
0.02707190147592681,-0.720719312620116,0.10717269835999275,-0.06092295036435531,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,1.7199806200458578,-0.3234983196103153,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
-0.1476967977952927,-0.720719312620116,-0.07676283092041006,-0.2240896371804949,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.9486832980505139,-0.5976143046671968,1.6733200530681511,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,1.7199806200458578,-0.3234983196103153,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
0.19091755704269497,-0.5157856559337615,0.245124345320295,0.1285609440027745,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.9486832980505139,1.6733200530681511,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,1.7199806200458578,-0.3234983196103153,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
-0.4207728904065733,0.2014821424684794,-0.4733738159312786,-0.3556756749354461,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,3.091206165165235,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
-0.033004838898554996,-0.10591834256105224,-0.0307789486003093,-0.03986918432356319,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,-0.3234983196103153,3.0912061651652354,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
0.07076407629373174,1.3286172542434296,-0.08825880150043519,0.23909321571693362,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,-0.3234983196103153,-0.32349831961031533,3.091206165165235,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
0.37660930001836607,1.1236835975570747,0.2508723306103075,0.502265291226836,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,-0.3234983196103153,-0.32349831961031533,-0.3234983196103153,3.091206165165235,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
0.5732240866984878,-0.4133188275905841,0.6417353303311636,0.502265291226836,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,-0.3234983196103153,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,3.091206165165235,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
-0.20231201631754883,0.5088826274980115,-0.272194330780838,-0.12408424848673205,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,1.05409255338946,-0.5976143046671968,-0.5976143046671968,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,-0.3234983196103153,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,3.091206165165235,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
-0.47538810892882943,1.3286172542434296,-0.6458133746316563,-0.26093372775188123,3.0,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.3333333333333334,-0.3333333333333334,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,-0.9486832980505139,-0.5976143046671968,1.6733200530681511,-0.1805787796286538,-0.3032392174315614,-0.1805787796286538,-0.5814018997338111,3.091206165165235,-0.32349831961031533,-0.3234983196103153,-0.3234983196103153,-0.1805787796286538,-0.3234983196103153,-0.3234983196103153,0.5163977794943222,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,-0.20965696734438363,Obesity
