A2,A3,A8,A11,A14,A15,A1_a,A1_b,A4_l,A4_u,A4_y,A5_g,A5_gg,A5_p,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7_bb,A7_dd,A7_ff,A7_h,A7_j,A7_n,A7_o,A7_v,A7_z,A9_f,A9_t,A10_f,A10_t,A12_f,A12_t,A13_g,A13_p,A13_s,approved
-0.057723279054486924,-0.9566132133203712,-0.2910826363654782,-0.2881005290905888,0.10715504137335514,-0.19541333903198896,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,-0.3570027736477083,-0.06608186004550898,3.127499000799201,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,-0.5,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,0.8313702367707393,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,-1.1571443517761548,1.1571443517761548,0.9191951838952686,-0.9191951838952687,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
2.29131727116387,-0.06005052977584876,0.2441904436241031,0.7408299319472283,-0.8169118969280746,-0.0878518797046416,1.5118578920369088,-1.5118578920369088,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,2.8010986855435576,-0.06608186004550898,-0.31974430679097265,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,2.0,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,-1.2028335340512826,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,-1.1571443517761548,1.1571443517761548,0.9191951838952686,-0.9191951838952687,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
-0.5918262489856002,-0.8561017017122409,-0.21632382631106742,-0.49388662129815225,0.5604708978985848,-0.037144334593177855,1.5118578920369088,-1.5118578920369088,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,2.8010986855435576,-0.06608186004550898,-0.31974430679097265,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,2.0,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,-1.2028335340512826,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,0.9191951838952686,-0.9191951838952687,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
-0.3108526486900857,-0.6470377575673298,0.45650546417862975,0.535043839739665,-0.4856426171596376,-0.1948371169284496,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,-0.3570027736477083,-0.06608186004550898,3.127499000799201,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,-0.5,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,0.8313702367707393,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,-1.1571443517761548,1.1571443517761548,-1.0879082239773117,1.0879082239773117,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
-0.9571763058263143,0.1741412922710949,-0.15352642586536236,-0.49388662129815225,-0.36940778215316844,-0.19541333903198896,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,-0.3570027736477083,-0.06608186004550898,3.127499000799201,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,-0.5,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,0.8313702367707393,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,0.9191951838952686,-0.9191951838952687,-3.1008683647302115,-0.10830607221477648,3.332456024900365,1
0.047747291627012564,-0.15252112045532865,0.08271141390657576,-0.49388662129815225,1.0254102379244616,-0.19541333903198896,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,4.142208919989684,-0.3570027736477083,-0.06608186004550898,-0.31974430679097265,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,-0.5,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,0.8313702367707393,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,-1.0879082239773117,1.0879082239773117,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
0.1397176292612804,-0.7475492691754602,1.2788523747771483,-0.49388662129815225,-0.11369114513893627,5.813622830710978,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,-0.3570027736477083,15.132745950421555,-0.31974430679097265,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,2.0,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,-1.2028335340512826,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,-1.0879082239773117,1.0879082239773117,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
-0.7251410503270154,1.3722385106400086,-0.6529152770288265,-0.49388662129815225,-0.6018774521661068,0.06369453352621028,1.5118578920369088,-1.5118578920369088,-0.0539163866017192,0.560611910581388,-0.5561455858976788,0.560611910581388,-0.0539163866017192,-0.5561455858976788,-0.29138575870717925,-0.5180563221708393,3.978601298532303,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,-0.3570027736477083,-0.06608186004550898,-0.31974430679097265,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,-0.5,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,0.8313702367707393,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,0.9191951838952686,-0.9191951838952687,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
1.9327173308467718,-0.8561017017122409,0.5193028646243348,-0.49388662129815225,-0.020703277133760935,-0.13510209219486918,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,-1.7837651700316897,1.7980903298655015,-1.7837651700316897,-0.0539163866017192,1.7980903298655015,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,3.539690913724796,-0.24141708429387726,-0.3570027736477083,-0.06608186004550898,-0.31974430679097265,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,2.0,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,-1.2028335340512826,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,0.9191951838952686,-0.9191951838952687,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
0.9269499688279924,0.03141494578754985,0.2815698486513085,-0.49388662129815225,-0.7646062211751635,0.08155741873593046,-0.6614378277661477,0.6614378277661477,-0.0539163866017192,-1.7837651700316897,1.7980903298655015,-1.7837651700316897,-0.0539163866017192,1.7980903298655015,-0.29138575870717925,-0.5180563221708393,-0.25134461207985276,-0.21320071635561044,-0.19389168358237036,-0.2884484560089382,-0.30578158410715456,-0.12126781251816651,-0.28251054240996026,-0.24141708429387726,-0.3570027736477083,-0.06608186004550898,3.127499000799201,-0.24141708429387726,-0.30578158410715456,-0.0936585811581694,-0.30007897854553045,-0.5,-0.10830607221477648,-0.07636035483212125,-0.0539163866017192,0.8313702367707393,-0.10830607221477648,-0.9546503761693188,0.9546503761693188,0.8641964146176347,-0.8641964146176347,-1.0879082239773117,1.0879082239773117,0.32249030993194194,-0.10830607221477648,-0.30007897854553045,1
